frame.time_relative,frame.len
0.004967141530112327,1407
0.020053584212296728,1348
0.04934933982902407,1189
0.07953898023610598,1604
0.08340337514880093,1415
0.10483976655055106,1439
0.14440949149912535,1394
0.1577279378595891,1326
0.16679507393271908,1381
0.20972809531196113,1240
0.23114120192839174,1627
0.2483516454519368,1276
0.25953815146553344,1296
0.2596543494037632,1355
0.2828580028109897,1528
0.3159205330677189,1401
0.33285132438079296,1276
0.3767718492769422,1525
0.39316528024281,1473
0.4175583361340985,1453
0.4787857442900626,1471
0.49338103216938706,1639
0.5090256261309539,1618
0.5222722809750678,1331
0.537014906497313,1562
0.5458319720499999,1438
0.5479030086993147,1449
0.5825351152316882,1230
0.594207975373052,1382
0.6370697505979632,1318
0.6687336519983159,1482
0.685824298920895,1507
0.696818389102724,1192
0.7330458257893552,1397
0.7370571747373234,1512
0.7380595163405899,1381
0.7735437060495195,1472
0.7737928160143562,1435
0.8379814740950257,1434
0.8648337547602971,1372
0.8805989989962512,1278
0.8991650605844778,1287
0.9012947740233416,1470
0.9187467336764759,1401
0.9284087779527029,1386
0.9574317829964388,1357
0.9814600645947965,1369
1.0180739017905922,1504
1.032375089648096,1366
1.032744732422793,1265
1.0750522008943766,1474
1.089396765620274,1379
1.1079145956453862,1403
1.1422368057608632,1560
1.1883052985116336,1397
1.2178662653214225,1428
1.2420365493122538,1282
1.246613813306533,1378
1.2744928574877297,1460
1.2813818910620616,1244
1.3057532708978847,1420
1.3179827381484712,1410
1.3187728280099766,1404
1.3385202488717336,1503
1.3800438005604907,1433
1.4140708955687626,1547
1.4462625529874948,1300
1.4569171698462655,1413
1.4612798114830594,1408
1.4726484809105402,1293
1.5041498617356843,1495
1.5430500997375178,1632
1.560083363535737,1398
1.5804910239107661,1450
1.5873524985692684,1408
1.6300237397070334,1328
1.6475994227440016,1217
1.6659360668443952,1329
1.6729433312380237,1260
1.6735862615506683,1570
1.7127014590423109,1388
1.739905530859812,1365
1.7725495728161182,1488
1.7740241574099753,1287
1.8170617436048835,1323
1.8425581507877884,1406
1.8526695624417582,1502
1.8682392795853429,1450
1.881090393675084,1424
1.9302312256542522,1407
1.960383127290109,1440
1.9629568972678966,1420
1.9651123736700153,1297
1.9902925103668199,1404
2.0110842775254842,1292
2.0218064367994932,1408
2.0608390162754686,1351
2.100801402519265,1653
2.1198406238430976,1396
2.1608524963972124,1259
2.1794690149803535,1386
2.1819245934506304,1451
2.183068031683607,1567
2.1999086313806666,1341
2.2277547741802315,1241
2.2548443670890457,1481
2.2911019447570142,1261
2.3176880441001537,1356
2.3358043082592728,1374
2.3387972824879526,1393
2.345422091097236,1468
2.3791560831104595,1331
2.4014597511883706,1372
2.4469260974378217,1398
2.468181604184322,1414
2.486255240287942,1409
2.4918062938891663,1443
2.4963518048328077,1484
2.5409030405781623,1439
2.5584303699838884,1445
2.5802575863514594,1241
2.58468961955709,1405
2.622637437925132,1447
2.629247664438407,1472
2.6639607467150657,1330
2.7014329592591717,1334
2.7167378801530613,1342
2.7410592669737737,1453
2.7448335983239738,1503
2.760238555355944,1359
2.7712029048104534,1490
2.808831396093183,1412
2.818958956431871,1387
2.855754145099492,1378
2.9074943695418036,1474
2.909390019291333,1432
2.913260205674811,1627
2.933542514527118,1314
2.9673269409728524,1451
3.0033464107072416,1347
3.0163345290868797,1313
3.0278694334636054,1398
3.0355794661280333,1413
3.067226831618549,1691
3.1160711761990165,1381
3.137920835798418,1286
3.167319667596471,1427
3.177781044809438,1192
3.189415548199719,1390
3.1969677031096095,1401
3.2179390121047446,1479
3.290334792920264,1497
3.3015062908335184,1349
3.304109717230307,1384
3.315471705541065,1323
3.332065302244922,1287
3.362709192056785,1430
3.375010866421328,1272
3.4149256647037016,1358
3.420049539139099,1300
3.459103429102805,1454
3.470226003378464,1580
3.4858982143298802,1269
3.5251750260298493,1214
3.5411053012307794,1387
3.5666343207853686,1401
3.584254766079463,1421
3.5988178762359713,1355
3.598832292473412,1379
3.6574367524558116,1436
3.665185039213874,1504
3.685263483785202,1204
3.686260065435334,1363
3.7326704449707924,1421
3.759611596691861,1308
3.76187882950165,1573
3.772906010344288,1336
3.8087475594210907,1395
3.8130018775411463,1455
3.8647775737991936,1340
3.871385551981389,1215
3.8906844297889496,1357
3.927654306146001,1502
3.942031181364319,1366
3.964286364763431,1315
3.9728420413825067,1492
3.9918706399113306,1366
4.0078462017630345,1348
4.068418023040959,1414
4.071542780932928,1477
4.086298473090762,1638
4.102883387728872,1482
4.117896564450948,1515
4.124734466446535,1349
4.160359890716175,1297
4.18391748247896,1406
4.19266196154367,1410
4.274474014189145,1292
4.290823318405198,1382
4.294955077538158,1439
4.3043795145993995,1436
4.314289517289406,1450
4.3409484116814845,1429
4.359213660018178,1349
4.36209214699409,1348
4.385048330522607,1280
4.421013160817853,1578
4.463885739456844,1401
4.492436894878897,1377
4.507316622148733,1307
4.518698804724339,1693
4.534399600667615,1292
4.55402018912475,1357
4.572430311226884,1441
4.584199933491432,1460
4.616378545366776,1495
4.622496828240476,1580
4.649293121542461,1450
4.668243899355578,1294
4.718733564579978,1374
4.739116574948621,1430
4.745352503451741,1606
4.7657050456336485,1260
4.814151512242016,1520
4.834040631371603,1417
4.845230152816892,1483
4.846995579520026,1389
4.880306769981355,1315
4.905246132070653,1475
4.91569201178731,1465
4.9230285952048005,1497
4.98812493971794,1398
5.003933074641801,1340
5.023660434369027,1244
5.0375166113112595,1481
5.038698198999448,1442
5.043852587865195,1303
5.095204214666357,1346
5.131782639886011,1353
5.136769326377731,1251
5.164983396571397,1318
5.182250395237726,1286
5.1926168609998795,1358
5.2176607673757855,1326
5.218436478587535,1237
5.248530657523691,1602
5.268562443994499,1525
5.288214832004381,1322
5.333838893956937,1427
5.391670395887744,1441
5.396447966458793,1519
5.423150822420287,1318
5.429608015238638,1509
5.461395601393524,1345
5.4896716526967,1266
5.500343280838061,1472
5.502033701914016,1529
5.53369014027968,1658
5.534984818075674,1280
5.559729191552514,1469
5.564149773526448,1359
5.583878859289555,1478
5.59426005190562,1252
5.627483883500912,1273
5.656638305624332,1322
5.709171255030682,1407
5.7181223825426235,1335
5.7405084511673286,1465
5.767652529031167,1502
5.768360554625597,1459
5.794858956194529,1561
5.842285442451882,1441
5.852192362764537,1278
5.852194083372976,1536
5.86371117286787,1339
5.899583521344991,1491
5.931832772278787,1557
5.959969189124284,1445
5.968389310782101,1250
6.026854259529775,1308
6.03020115669162,1532
6.053278796174913,1383
6.0540741494061585,1407
6.060876245331872,1475
6.089803880847219,1469
6.158080385355307,1427
6.1592188653649975,1379
6.176443359191819,1368
6.179243135116097,1485
6.188842672540272,1455
6.2144246724589145,1374
6.233012112839907,1508
6.253484701841062,1387
6.2893105976047226,1314
6.316757935129923,1324
6.35411925706087,1302
6.369632480739313,1372
6.396124333942945,1523
6.405820958718172,1319
6.4157282283978,1418
6.422578217093351,1334
6.481213557701822,1373
6.496702584024611,1248
6.501280551528932,1377
6.5164040601589655,1380
6.539222577155702,1454
6.572262179504508,1422
6.62177228569431,1280
6.625006043882274,1508
6.643053627410386,1421
6.657828958806341,1419
6.677654435186539,1399
6.696357057380555,1348
6.71767421747469,1421
6.7440301364102355,1447
6.752621613979029,1225
6.780667332499659,1346
6.792181362444784,1374
6.819961920759612,1425
6.836855053915058,1519
6.860562671332671,1322
6.894282959298426,1350
6.935277446763781,1348
6.936980509161121,1319
6.944825266111624,1365
6.999791183761796,1477
7.004631961674909,1294
7.017562929190434,1442
7.037323727645334,1229
7.0588022117914635,1343
7.08641866743198,1367
7.167585483952784,1567
7.17383251619436,1372
7.1796655462278505,1179
7.1814920484797335,1200
7.194317375298956,1403
7.219451090153042,1461
7.22079471607436,1437
7.249574116257654,1416
7.261243783410867,1516
7.28009505220725,1346
7.312190355501843,1489
7.33363937632202,1236
7.3693517820027665,1309
7.39755650608123,1219
7.402453776091994,1372
7.447818891656534,1395
7.45262263174246,1411
7.47429620898721,1406
7.4791088296618735,1307
7.538869317796506,1380
7.555788604058981,1250
7.565388824775392,1536
7.5882342752200085,1369
7.599835370876666,1351
7.604128579083039,1558
7.631111760387128,1275
7.64984653258186,1287
7.6773965317984505,1290
7.687333263983555,1393
7.722235265785499,1443
7.785367599536102,1473
7.809688149456232,1657
7.820210732044272,1175
7.847900088805242,1460
7.853805416997121,1344
7.858826653606536,1341
7.902237747820609,1338
7.917221315218965,1309
7.931649174625761,1568
7.939508379420643,1484
7.957820283019635,1402
8.00530546281605,1535
8.030911733374335,1248
8.038680806354321,1266
8.068744642594432,1182
8.083291083508616,1330
8.08878796340914,1416
8.116247135045699,1410
8.13736912670145,1414
8.161208645892826,1258
8.167399842328178,1480
8.174791920007419,1423
8.204817476578476,1473
8.223919927403754,1210
8.254451419108063,1431
8.277801268225081,1281
8.314581644083477,1360
8.326760401297186,1453
8.35114447064986,1409
8.382923353582711,1314
8.386484036302416,1400
8.389798739741156,1246
8.442751886693914,1515
8.457667927466591,1379
8.462617996962338,1511
8.471614635416486,1347
8.523720931673058,1347
8.530473036702887,1323
8.5899333665979,1487
8.615432825499157,1329
8.617415781048628,1464
8.658546613015487,1361
8.687900525046947,1202
8.689269377213103,1342
8.692432048653655,1282
8.705735143784672,1403
8.723120685321277,1280
8.747183663712617,1492
8.772561322960094,1390
8.795969310624406,1382
8.799042968149145,1465
8.816384474584176,1496
8.865938611734528,1397
8.877921210859347,1322
8.888549432597992,1222
8.932982044942792,1331
8.940063498754505,1338
8.982454391673693,1410
9.023822913332422,1365
9.042205069732042,1468
9.043598247046827,1338
9.072135951476222,1394
9.095414102475488,1518
9.122183562821851,1434
9.124082885778968,1393
9.12723982526517,1339
9.160129539251646,1336
9.205745121197028,1314
9.218621611770095,1345
9.228554084235446,1475
9.235289496744166,1377
9.307756092427258,1265
9.318346185740682,1576
9.325499790247928,1431
9.339061810553671,1259
9.362481225123451,1355
9.372033699722204,1411
9.403830282309597,1570
9.409948274350798,1289
9.435780633053165,1497
9.45304925830684,1539
9.454138012011391,1337
9.49535745984067,1372
9.504640192454758,1296
9.545817840172116,1379
9.564223324368793,1396
9.572594771268559,1465
9.598291127182476,1509
9.645675459831127,1325
9.664273888360961,1203
9.677289901232879,1397
9.67931744478852,1429
9.715651397631062,1424
9.726744583516167,1367
9.745554658601279,1412
9.773849310548364,1551
9.786003418147724,1438
9.812255575542455,1362
9.827249516894048,1349
9.880311774373109,1383
9.88245338578767,1563
9.896539722412037,1381
9.927113003823312,1398
9.99528615144307,1351
9.99542355338843,1509
10.015635963168656,1595
10.018293190712477,1445
10.026849329359907,1408
10.047832385653575,1403
10.072276278312513,1161
10.102747339110062,1474
10.123443810860682,1413
10.177221381315077,1442
10.179717571008508,1328
10.2030042196305,1361
10.20940972825864,1358
10.228192887397526,1502
10.27730542116065,1362
10.279148589414454,1608
10.288109891609308,1443
10.316197058769557,1272
10.382347666548181,1387
10.40126989034212,1334
10.411540702025743,1180
10.428627178056033,1559
10.455732385554814,1470
10.467570468967306,1453
10.491131510109687,1416
10.503671613351036,1261
10.52775030166691,1351
10.53998700837711,1484
10.547397477288694,1294
10.559447179422945,1146
10.604727489432932,1377
10.616321576321091,1385
10.651901543551427,1413
10.671996241564987,1472
10.682849387470634,1463
10.716484975022423,1425
10.747000390714113,1519
10.758644005632997,1248
10.777375387479605,1450
10.788051986043218,1462
10.820423494286683,1276
10.847352095209104,1249
10.890088646075805,1325
10.890807036105949,1333
10.902730155856254,1475
10.93518045250217,1338
10.95340973037389,1314
10.95952729487555,1338
10.987708929295982,1511
11.012453079834724,1401
11.022958858223726,1382
11.066102419464668,1388
11.104959025090734,1529
11.122753922364447,1325
11.130144103673244,1531
11.132915800494168,1421
11.147210932622674,1383
11.173707985632268,1650
11.183084373343018,1294
11.216852824842416,1364
11.224950473815067,1276
11.235970471597856,1495
11.259180095449679,1568
11.297372596519132,1566
11.320925199293743,1522
11.330721035249493,1380
11.366021455325862,1363
11.367586353312317,1232
11.403412085186089,1603
11.413398948398946,1446
11.440426976542556,1350
11.468855551557752,1532
11.507408463850306,1302
11.531213658415757,1440
11.542753174608757,1382
11.54835755504539,1463
11.583919622085281,1393
11.6237331971918,1254
11.635701859642062,1407
11.636591164859391,1504
11.654287068843235,1397
11.674774884529967,1477
11.709950785580487,1295
11.72358583767226,1397
11.750763977490411,1337
11.76244889411355,1474
11.790790871079444,1403
11.809804428074804,1469
11.84447524826933,1508
11.856777863309754,1469
11.892987339663533,1427
11.93565298189458,1300
11.963666274308043,1399
11.965359312420567,1346
11.978641173412589,1365
11.979045908721503,1362
12.007184994013766,1302
12.046477480655264,1204
12.055870946927135,1333
12.06533569179515,1419
12.107387627834628,1265
12.112523363437075,1401
12.144259972903688,1590
12.152044293562476,1502
12.157069144026611,1564
12.193698155620465,1439
12.218833701476784,1516
12.264791245870546,1327
12.280767194068826,1335
12.30685011803165,1126
12.312688482392756,1518
12.349623026610024,1554
12.353719300714852,1344
12.375353473019157,1374
12.376411760191818,1324
12.423013103133034,1438
12.436396753999919,1512
12.450295138009974,1225
12.482212063034053,1440
12.520027400175042,1372
12.520575361371593,1411
12.54267513190802,1445
12.55703554427362,1381
12.574566936798385,1389
12.612804965882484,1378
12.617376996681962,1497
12.648089724537252,1441
12.714033714921417,1422
12.715019364889953,1272
12.743494370503672,1362
12.74503631487054,1489
12.749455034296554,1403
12.773292676156176,1465
12.787640015575295,1576
12.814420947356368,1503
12.844073112111584,1409
12.869306220571598,1348
12.873950908387378,1144
12.913304848054219,1383
12.93960139466522,1367
12.951615592333415,1439
12.99934337794009,1384
13.015438949708171,1367
13.037685428650768,1222
13.069622822536115,1306
13.08261580575816,1447
13.08264226320877,1571
13.096978987160133,1390
13.121770747356447,1432
13.129152397844273,1495
13.184571954585026,1318
13.186301035337433,1436
13.205809917935332,1325
13.233409863452277,1486
13.252398516754665,1415
13.282556134330862,1429
13.316611789680683,1321
13.371263491904099,1470
13.392137654047744,1608
13.402153578298083,1299
13.409182194026782,1366
13.43925660025238,1423
13.442529858241047,1478
13.46250794580027,1344
13.468223761018892,1116
13.487898504828253,1535
13.494328839086103,1476
13.541554881544016,1225
13.546115526587629,1339
13.564863022097954,1556
13.580447016268835,1544
13.595455720526786,1493
13.641672220309074,1382
13.655609921365347,1408
13.66341335992006,1386
13.715827576372586,1512
13.734798408420842,1312
13.75731186584239,1319
13.759461964299868,1501
13.768462675506333,1395
13.802472901620662,1537
13.820833920280123,1332
13.823639323788054,1394
13.86869606526837,1307
13.919073532029698,1400
13.938365895855469,1252
13.952037256555027,1351
13.973731263148041,1256
13.986791118190181,1469
14.04132101606576,1471
14.045026202534107,1226
14.062304351868754,1533
14.06624957312506,1649
14.083360035302533,1404
14.10701836100532,1335
14.12503013650241,1682
14.142173347776856,1268
14.163877605657264,1402
14.190454889591516,1417
14.226526418914922,1534
14.256155406242621,1435
14.256784401806346,1350
14.273977559015501,1304
14.292890087553797,1365
14.313003488299547,1299
14.35175108138096,1404
14.401717818592958,1343
14.412974564985673,1250
14.422866513097812,1525
14.42473309201072,1350
14.433942032034603,1273
14.46167520932988,1383
14.479783844975138,1406
14.52984853508804,1225
14.543118841809289,1433
14.567913836051764,1295
14.583851232966262,1571
14.61426176411105,1452
14.636780221837668,1360
14.645836939610135,1325
14.650158143132945,1389
14.690945632747598,1461
14.7028486216883,1397
14.722939894818394,1378
14.755233929799935,1405
14.774003190456769,1339
14.787387122907726,1365
14.823058605737934,1191
14.824026309823566,1497
14.882672706041634,1429
14.89508245629282,1322
14.911464822307385,1589
14.92287547813239,1408
14.971726872550054,1296
14.982073808217564,1485
15.000131826600812,1439
15.028539239370122,1439
15.037285376288379,1357
15.041188074348593,1445
15.055583125514392,1373
15.1186002924395,1455
15.12117212662509,1209
15.156029580519233,1356
15.172960589193906,1572
15.175537673966797,1323
15.221831503718114,1339
15.240190425151392,1355
15.257144592626014,1278
15.26524966550498,1179
15.288021371861635,1376
15.305089890917873,1413
15.337935483986294,1394
15.387575024716018,1385
15.39948096887676,1404
15.421277937228767,1502
15.437161618975095,1380
15.438418144583617,1342
15.463474201513133,1371
15.505824923898427,1457
15.512077917824953,1541
15.521537164563487,1337
15.53942490404269,1409
15.562885303960877,1433
15.587613008907852,1300
15.600175822275148,1402
15.619226599048227,1253
15.650404326077236,1223
15.660098372974117,1436
15.695400855531421,1361
15.695728719155905,1420
15.760352984470433,1398
15.77962353421345,1302
15.79448233879555,1395
15.836590435762954,1276
15.844399403453028,1539
15.851515619192517,1264
15.858326373933775,1380
15.899432414437404,1295
15.921448603322997,1457
15.927377737940478,1366
15.953729644867071,1348
15.962731843754854,1485
15.993293176755166,1402
16.00530790701087,1451
16.028182785528493,1301
16.06793808554532,1259
16.085089799174277,1410
16.09166757981394,1368
16.152015517644536,1462
16.153421338014144,1392
16.160284139924673,1420
16.210675374774848,1237
16.22907236981144,1588
16.24007665799669,1383
16.260720960359293,1469
16.285776311984137,1316
16.3270995618166,1430
16.354880772921298,1269
16.36418901561698,1445
16.388770332405407,1364
16.3916820621153,1402
16.419800168685597,1469
16.456752837460705,1276
16.45929428717093,1331
16.46000599007722,1445
16.51297248184116,1609
16.521706521951668,1386
16.55258322084256,1459
16.597857971004807,1389
16.605091494325176,1594
16.627240954072402,1225
16.676640445987672,1409
16.679929188654896,1237
16.69737385140774,1149
16.70347336669915,1429
16.705027728478186,1413
16.72203424473602,1371
16.728340018363596,1389
16.766931667684762,1709
16.79067177385155,1374
16.811600048102033,1451
16.85721381961623,1335
16.87490262608703,1429
16.88824617810228,1376
16.89104539540417,1358
16.896573670407605,1581
16.980207749786747,1517
16.986160702880596,1413
16.988915689158098,1169
17.008132611062415,1363
17.009553850458726,1670
17.052332171620144,1376
17.09148810450856,1510
17.10639250852015,1544
17.112841318772258,1421
17.12784311337781,1315
17.15836461726662,1156
17.192815441424287,1468
17.208667707991832,1318
17.23038172582857,1417
17.253071194092218,1275
17.265257559148694,1373
17.279820480267247,1403
17.294247883558285,1426
17.33296175120074,1288
17.333029158254664,1519
17.36147533500533,1340
17.38038296808821,1232
17.4206862847385,1389
17.42961828088409,1403
17.455669583836617,1416
17.459407405737668,1536
17.494631917449688,1376
17.52229394997124,1388
17.535656709131768,1289
17.566924900213678,1482
17.572533439186028,1418
17.613236025312897,1357
17.63838661975466,1209
17.64356775937124,1544
17.658996207369057,1277
17.722119408488393,1340
17.72253131398356,1435
17.74499427330814,1280
17.74942130457825,1250
17.767814522614504,1187
17.778624090816773,1472
17.804318303686284,1345
17.848699301948102,1692
17.87489964270761,1300
17.901591879372525,1307
17.93213864608779,1343
17.93619096419931,1424
17.97340163770395,1352
17.977466655949286,1461
17.982854752500938,1302
18.00593623107068,1261
18.03461529031288,1220
18.088076102399597,1177
18.093840299145366,1348
18.118536516927325,1369
18.12456364730107,1336
18.13793991795033,1524
